实验编号,实验日期,实验员,关联项目,目标产品,实验类型,多元醇类型,多元醇用量(份),异氰酸酯类型,NCO/OH摩尔比R,扩链剂类型,扩链剂用量(份),催化剂种类,催化剂用量(%),抗水解剂用量(%),亲水扩链剂DMPA用量(%),溶剂体系,目标固含量(%),预聚温度(℃),预聚时间(h),扩链温度(℃),搅拌转速(rpm),实测NCO%,实测固含量(%),实测粘度(mPa·s),外观,结论,是否达标,备注
EXP-2024-0416,2024-11-10,孙丽,RD-2025-004,HD-S306,配方筛选,聚碳酸酯二醇(PCDL-2000),100,MDI,1.627,EDA,3.6,TEDA(三乙烯二胺),0.038,1.5,3.0,去离子水,39.9,78,2.5,72,800,3.42,40.4,90,微黄透明,模量偏离目标窗口，需调整R值或多元醇,部分达标,
EXP-2026-0417,2026-07-19,李强,RD-2025-004,HD-S306,配方筛选,聚碳酸酯二醇(PCDL-2000),100,MDI,1.379,EDA,2.6,SnOct(辛酸亚锡),0.027,1.5,3.9,去离子水,39.9,75,2.7,66,1500,1.95,40.0,67,无色透明,耐水解不足，考虑换PCDL或加抗水解剂,部分达标,
EXP-2025-0418,2025-01-06,李强,RD-2025-004,HD-S306,放大确认,聚碳酸酯二醇(PCDL-2000),100,IPDI,1.607,EDA,2.8,SnOct(辛酸亚锡),0.075,0.5,5.4,去离子水,39.9,77,2.3,63,2000,3.22,39.2,91,无色透明,模量偏离目标窗口，需调整R值或多元醇,部分达标,
EXP-2025-0419,2025-01-09,王芳,RD-2025-004,HD-S306,放大确认,聚碳酸酯二醇(PCDL-2000),100,IPDI,1.746,EDA,3.0,SnOct(辛酸亚锡),0.065,0,4.1,去离子水,39.9,83,1.6,61,2000,3.85,39.8,69,无色透明,耐水解不足，考虑换PCDL或加抗水解剂,部分达标,
EXP-2026-0420,2026-05-29,郑凯,RD-2025-004,HD-S306,配方筛选,聚碳酸酯二醇(PCDL-2000),100,IPDI,1.633,EDA,2.7,TEDA(三乙烯二胺),0.031,1.5,3.5,去离子水,39.9,81,2.7,73,1500,3.29,40.7,63,无色透明,模量偏离目标窗口，需调整R值或多元醇,未达标,
EXP-2024-0421,2024-09-18,郭燕,RD-2025-004,HD-S306,对比验证,聚碳酸酯二醇(PCDL-2000),100,IPDI,1.532,EDA,5.3,TEDA(三乙烯二胺),0.062,1.5,3.1,去离子水,39.9,82,2.0,59,1500,2.77,39.6,76,无色透明,配方满足目标窗口，建议放大,达标,
EXP-2025-0422,2025-08-10,吴静,RD-2025-004,HD-S306,DOE,聚碳酸酯二醇(PCDL-2000),100,IPDI,1.35,EDA,4.8,TEDA(三乙烯二胺),0.053,0,4.6,去离子水,39.9,84,2.1,63,800,1.8,39.6,68,微黄透明,粘度异常，复测并排查水分,部分达标,
EXP-2026-0423,2026-06-07,李强,RD-2025-004,HD-S306,配方筛选,聚碳酸酯二醇(PCDL-2000),100,IPDI,1.745,EDA,2.3,SnOct(辛酸亚锡),0.016,0,5.1,去离子水,39.9,76,2.8,61,1500,3.87,39.2,67,无色透明,模量偏离目标窗口，需调整R值或多元醇,未达标,
EXP-2026-0424,2026-06-19,朱军,RD-2025-004,HD-S306,DOE,聚碳酸酯二醇(PCDL-2000),100,MDI,1.517,EDA,3.2,TEDA(三乙烯二胺),0.073,0,4.2,去离子水,39.9,77,3.0,56,800,2.68,40.5,73,无色透明,配方满足目标窗口，建议放大,达标,
EXP-2026-0425,2026-04-27,林霞,RD-2025-004,HD-S306,配方筛选,聚碳酸酯二醇(PCDL-2000),100,IPDI,1.49,EDA,3.0,SnOct(辛酸亚锡),0.076,0,4.0,去离子水,39.9,77,2.2,64,2000,2.58,39.8,81,无色透明,配方满足目标窗口，建议放大,达标,
EXP-2026-0426,2026-06-21,何斌,RD-2025-004,HD-S306,对比验证,聚己内酯二醇(PCL-2000),100,IPDI,1.552,EDA,5.3,TEDA(三乙烯二胺),0.02,1.0,5.1,去离子水,39.9,80,3.0,56,2000,2.89,40.8,68,微黄透明,耐水解不足，考虑换PCDL或加抗水解剂,未达标,
EXP-2025-0427,2025-03-28,郑凯,RD-2025-004,HD-S306,DOE,聚碳酸酯二醇(PCDL-2000),100,IPDI,1.35,EDA,3.0,SnOct(辛酸亚锡),0.023,1.0,5.2,去离子水,39.9,84,2.8,72,1500,1.8,39.6,65,微黄透明,模量偏离目标窗口，需调整R值或多元醇,部分达标,
EXP-2025-0428,2025-02-05,朱军,RD-2025-004,HD-S306,对比验证,聚碳酸酯二醇(PCDL-2000),100,IPDI,1.554,EDA,4.1,DBTDL(二月桂酸二丁基锡),0.07,0.5,3.6,去离子水,39.9,78,1.6,57,1500,2.88,40.4,81,微黄透明,粘度异常，复测并排查水分,未达标,
EXP-2025-0429,2025-12-31,王芳,RD-2025-004,HD-S306,工艺优化,聚碳酸酯二醇(PCDL-2000),100,IPDI,1.439,EDA,3.8,SnOct(辛酸亚锡),0.056,1.0,4.9,去离子水,39.9,81,2.9,70,2000,2.31,40.4,74,无色透明,粘度异常，复测并排查水分,未达标,
EXP-2025-0430,2025-06-24,王芳,RD-2025-004,HD-S306,配方筛选,聚碳酸酯二醇(PCDL-2000),100,IPDI,1.659,EDA,5.5,DBTDL(二月桂酸二丁基锡),0.072,0,4.2,去离子水,39.9,73,2.6,57,1200,3.36,39.7,81,微黄透明,耐水解不足，考虑换PCDL或加抗水解剂,部分达标,
EXP-2025-0431,2025-12-05,朱军,RD-2025-010,HD-S307,配方筛选,聚己二酸乙二醇酯二醇(PEA-2000),100,IPDI,1.763,EDA,5.1,TEDA(三乙烯二胺),0.052,0,4.6,去离子水,33.5,77,2.6,56,1200,3.92,33.5,363,无色透明,粘度异常，复测并排查水分,部分达标,
EXP-2025-0432,2025-11-30,李强,RD-2025-010,HD-S307,对比验证,聚己二酸乙二醇酯二醇(PEA-2000),100,IPDI,1.877,EDA,2.7,SnOct(辛酸亚锡),0.025,0,4.9,去离子水,33.5,80,2.6,69,2000,4.7,33.8,326,无色透明,耐水解不足，考虑换PCDL或加抗水解剂,未达标,
EXP-2026-0433,2026-05-28,李强,RD-2025-010,HD-S307,DOE,聚己二酸乙二醇酯二醇(PEA-2000),100,IPDI,1.774,EDA,4.2,TEDA(三乙烯二胺),0.026,0.5,4.4,去离子水,33.5,77,1.9,62,1200,4.16,33.1,343,无色透明,模量偏离目标窗口，需调整R值或多元醇,部分达标,
EXP-2025-0434,2025-02-08,吴静,RD-2025-010,HD-S307,DOE,聚四氢呋喃醚二醇(PTMEG-2000),100,IPDI,1.483,EDA,3.4,DBTDL(二月桂酸二丁基锡),0.024,1.0,3.6,去离子水,33.5,80,3.0,66,2000,2.49,32.6,291,无色透明,耐水解不足，考虑换PCDL或加抗水解剂,部分达标,
EXP-2025-0435,2025-08-08,王芳,RD-2025-010,HD-S307,对比验证,聚己二酸乙二醇酯二醇(PEA-2000),100,IPDI,2.181,EDA,3.2,DBTDL(二月桂酸二丁基锡),0.021,0,4.5,去离子水,33.5,84,2.5,75,2000,5.49,33.1,346,无色透明,模量偏离目标窗口，需调整R值或多元醇,未达标,
EXP-2025-0436,2025-01-12,何斌,RD-2025-010,HD-S307,配方筛选,聚己二酸乙二醇酯二醇(PEA-2000),100,IPDI,1.923,EDA,2.7,SnOct(辛酸亚锡),0.045,0,3.9,去离子水,33.5,83,2.5,59,1500,4.54,32.7,361,无色透明,模量偏离目标窗口，需调整R值或多元醇,部分达标,
EXP-2024-0437,2024-09-23,吴静,RD-2025-010,HD-S307,对比验证,聚四氢呋喃醚二醇(PTMEG-2000),100,IPDI,1.581,EDA,4.1,DBTDL(二月桂酸二丁基锡),0.019,0.5,4.3,去离子水,33.5,75,2.0,69,2000,3.01,33.0,355,微黄透明,耐水解不足，考虑换PCDL或加抗水解剂,未达标,
EXP-2026-0438,2026-04-13,吴静,RD-2025-010,HD-S307,放大确认,聚己内酯二醇(PCL-2000),100,IPDI,1.82,EDA,6.0,DBTDL(二月桂酸二丁基锡),0.049,0,3.6,去离子水,33.5,80,2.7,57,1200,4.67,34.8,369,微浊,模量偏离目标窗口，需调整R值或多元醇,未达标,
EXP-2025-0439,2025-04-14,郑凯,RD-2025-010,HD-S307,DOE,聚己二酸乙二醇酯二醇(PEA-2000),100,IPDI,1.638,EDA,4.9,DBTDL(二月桂酸二丁基锡),0.011,1.0,3.9,去离子水,33.5,76,2.4,58,1500,3.41,34.3,323,微黄透明,配方满足目标窗口，建议放大,达标,
EXP-2024-0440,2024-09-26,李强,RD-2025-010,HD-S307,对比验证,聚己二酸乙二醇酯二醇(PEA-2000),100,IPDI,1.74,EDA,2.8,SnOct(辛酸亚锡),0.017,0,3.5,去离子水,33.5,83,2.5,59,800,4.02,32.9,375,无色透明,模量偏离目标窗口，需调整R值或多元醇,未达标,
EXP-2025-0441,2025-06-09,王芳,RD-2025-010,HD-S307,配方筛选,聚己二酸乙二醇酯二醇(PEA-2000),100,IPDI,1.463,EDA,4.4,TEDA(三乙烯二胺),0.054,0,3.9,去离子水,33.5,74,2.2,74,1200,2.38,33.2,294,微黄透明,粘度异常，复测并排查水分,部分达标,
EXP-2025-0442,2025-09-26,林霞,RD-2025-010,HD-S307,工艺优化,聚碳酸酯二醇(PCDL-2000),100,TDI-80,1.496,EDA,5.8,TEDA(三乙烯二胺),0.026,1.0,5.0,去离子水,33.5,74,2.1,60,800,2.58,34.2,346,无色透明,粘度异常，复测并排查水分,部分达标,
EXP-2025-0443,2025-09-28,李强,RD-2025-010,HD-S307,放大确认,聚己二酸乙二醇酯二醇(PEA-2000),100,IPDI,1.606,EDA,3.5,TEDA(三乙烯二胺),0.064,0,4.2,去离子水,33.5,81,2.2,62,1500,3.09,34.0,342,微浊,配方满足目标窗口，建议放大,达标,
EXP-2024-0444,2024-10-02,孙丽,RD-2025-010,HD-S307,放大确认,聚己二酸乙二醇酯二醇(PEA-2000),100,HDI,1.795,EDA,2.8,TEDA(三乙烯二胺),0.043,1.0,5.2,去离子水,33.5,76,3.1,74,800,4.11,35.2,348,微黄透明,粘度异常，复测并排查水分,未达标,
EXP-2025-0445,2025-12-19,郑凯,RD-2025-010,HD-S307,配方筛选,聚己内酯二醇(PCL-2000),100,MDI,1.707,EDA,3.2,SnOct(辛酸亚锡),0.041,1.5,4.4,去离子水,33.5,82,3.1,59,2000,3.71,33.3,340,无色透明,模量偏离目标窗口，需调整R值或多元醇,部分达标,
EXP-2026-0446,2026-04-20,孙丽,RD-2025-010,HD-S307,配方筛选,聚己二酸乙二醇酯二醇(PEA-2000),100,IPDI,1.673,EDA,4.1,DBTDL(二月桂酸二丁基锡),0.035,0.5,3.7,去离子水,33.5,73,2.8,62,800,3.35,33.5,335,微黄透明,模量偏离目标窗口，需调整R值或多元醇,部分达标,
EXP-2026-0447,2026-03-14,林霞,RD-2025-010,HD-S307,DOE,聚碳酸酯二醇(PCDL-2000),100,IPDI,1.701,EDA,3.5,DBTDL(二月桂酸二丁基锡),0.069,1.0,3.9,去离子水,33.5,83,2.3,61,1200,3.57,32.8,328,微黄透明,模量偏离目标窗口，需调整R值或多元醇,未达标,
EXP-2026-0448,2026-08-12,王芳,RD-2025-010,HD-S307,对比验证,聚己二酸乙二醇酯二醇(PEA-2000),100,H12MDI,1.651,EDA,2.3,SnOct(辛酸亚锡),0.052,1.5,5.3,去离子水,33.5,80,2.3,57,1200,3.4,33.5,295,微黄透明,配方满足目标窗口，建议放大,达标,
EXP-2026-0449,2026-07-29,王芳,RD-2025-010,HD-S307,工艺优化,聚己二酸乙二醇酯二醇(PEA-2000),100,IPDI,1.796,EDA,3.4,TEDA(三乙烯二胺),0.068,0,3.9,去离子水,33.5,72,3.0,61,800,4.11,34.0,279,乳白(水性),模量偏离目标窗口，需调整R值或多元醇,未达标,
EXP-2025-0450,2025-08-24,朱军,RD-2025-010,HD-S307,配方筛选,聚己二酸乙二醇酯二醇(PEA-2000),100,MDI,1.685,EDA,2.9,DBTDL(二月桂酸二丁基锡),0.032,0,4.2,去离子水,33.5,80,1.7,67,2000,3.88,34.1,319,无色透明,耐水解不足，考虑换PCDL或加抗水解剂,部分达标,
EXP-2025-0451,2025-10-03,赵敏,RD-2025-010,HD-S307,DOE,聚己二酸乙二醇酯二醇(PEA-2000),100,HDI,1.796,EDA,2.1,DBTDL(二月桂酸二丁基锡),0.047,0,4.2,去离子水,33.5,74,2.4,61,2000,3.91,33.3,316,乳白(水性),粘度异常，复测并排查水分,部分达标,
EXP-2024-0452,2024-11-17,朱军,RD-2025-010,HD-S307,对比验证,聚己二酸乙二醇酯二醇(PEA-2000),100,IPDI,1.756,EDA,2.4,DBTDL(二月桂酸二丁基锡),0.044,1.0,4.0,去离子水,33.5,80,3.4,56,1200,3.8,33.1,306,无色透明,模量偏离目标窗口，需调整R值或多元醇,未达标,
EXP-2025-0453,2025-03-20,陈立,RD-2026-003,HD-S308,配方筛选,聚四氢呋喃醚二醇(PTMEG-2000),100,IPDI,1.797,EDA,4.5,SnOct(辛酸亚锡),0.017,0,3.1,去离子水,38.8,77,3.0,75,1500,4.14,38.6,293,微黄透明,模量偏离目标窗口，需调整R值或多元醇,未达标,
EXP-2025-0454,2025-04-04,孙丽,RD-2026-003,HD-S308,DOE,聚四氢呋喃醚二醇(PTMEG-2000),100,IPDI,1.517,EDA,3.9,DBTDL(二月桂酸二丁基锡),0.069,1.5,3.0,去离子水,38.8,76,3.4,65,800,2.71,39.8,304,无色透明,模量偏离目标窗口，需调整R值或多元醇,未达标,
EXP-2025-0455,2025-03-21,林霞,RD-2026-003,HD-S308,配方筛选,聚丙二醇(PPG-2000),100,IPDI,1.734,EDA,2.6,TEDA(三乙烯二胺),0.062,0.5,3.6,去离子水,38.8,75,3.1,60,1500,3.76,39.6,324,微黄透明,耐水解不足，考虑换PCDL或加抗水解剂,未达标,
EXP-2026-0456,2026-01-05,朱军,RD-2026-003,HD-S308,配方筛选,聚四氢呋喃醚二醇(PTMEG-2000),100,IPDI,1.543,EDA,3.0,DBTDL(二月桂酸二丁基锡),0.038,1.0,3.1,去离子水,38.8,75,1.9,56,800,2.86,38.4,308,微黄透明,粘度异常，复测并排查水分,部分达标,
EXP-2025-0457,2025-06-09,郑凯,RD-2026-003,HD-S308,DOE,聚四氢呋喃醚二醇(PTMEG-2000),100,IPDI,1.667,EDA,5.3,SnOct(辛酸亚锡),0.031,1.5,4.0,去离子水,38.8,85,2.8,60,1500,3.72,38.9,291,无色透明,粘度异常，复测并排查水分,部分达标,
EXP-2025-0458,2025-11-03,李强,RD-2026-003,HD-S308,DOE,聚碳酸酯二醇(PCDL-2000),100,IPDI,1.835,EDA,2.2,SnOct(辛酸亚锡),0.058,0,4.9,去离子水,38.8,81,3.5,67,800,4.35,38.7,288,乳白(水性),耐水解不足，考虑换PCDL或加抗水解剂,未达标,
EXP-2024-0459,2024-10-28,郑凯,RD-2026-003,HD-S308,DOE,聚四氢呋喃醚二醇(PTMEG-2000),100,IPDI,1.506,EDA,2.2,TEDA(三乙烯二胺),0.075,0,4.1,去离子水,38.8,84,2.9,70,800,2.6,38.2,325,微浊,模量偏离目标窗口，需调整R值或多元醇,部分达标,
EXP-2025-0460,2025-11-23,朱军,RD-2026-003,HD-S308,DOE,聚四氢呋喃醚二醇(PTMEG-2000),100,MDI,1.472,EDA,4.8,TEDA(三乙烯二胺),0.072,0,4.5,去离子水,38.8,78,3.0,60,1500,2.48,38.2,288,微黄透明,配方满足目标窗口，建议放大,达标,
EXP-2025-0461,2025-04-05,王芳,RD-2026-003,HD-S308,配方筛选,"聚己二酸-1,4-丁二醇酯二醇(PBA-2000)",100,IPDI,1.35,EDA,5.5,TEDA(三乙烯二胺),0.035,1.5,5.0,去离子水,38.8,74,2.2,57,2000,1.8,39.0,278,无色透明,模量偏离目标窗口，需调整R值或多元醇,部分达标,
EXP-2026-0462,2026-07-22,林霞,RD-2026-003,HD-S308,DOE,聚四氢呋喃醚二醇(PTMEG-2000),100,IPDI,1.35,EDA,4.2,TEDA(三乙烯二胺),0.024,0,5.3,去离子水,38.8,80,2.3,75,2000,1.8,38.5,282,微黄透明,模量偏离目标窗口，需调整R值或多元醇,未达标,
EXP-2026-0463,2026-05-05,孙丽,RD-2026-003,HD-S308,配方筛选,聚四氢呋喃醚二醇(PTMEG-2000),100,IPDI,1.589,EDA,5.9,DBTDL(二月桂酸二丁基锡),0.065,0,3.1,去离子水,38.8,78,2.2,57,1200,3.0,39.2,342,微黄透明,模量偏离目标窗口，需调整R值或多元醇,部分达标,
EXP-2025-0464,2025-05-09,陈立,RD-2026-003,HD-S308,工艺优化,聚四氢呋喃醚二醇(PTMEG-2000),100,IPDI,1.419,EDA,4.0,DBTDL(二月桂酸二丁基锡),0.076,0,3.8,去离子水,38.8,75,2.0,73,2000,2.16,39.3,339,无色透明,配方满足目标窗口，建议放大,达标,
EXP-2025-0465,2025-08-04,周涛,RD-2026-003,HD-S308,配方筛选,聚四氢呋喃醚二醇(PTMEG-2000),100,MDI,1.422,EDA,4.0,TEDA(三乙烯二胺),0.048,0,4.7,去离子水,38.8,76,2.2,71,2000,2.18,39.0,331,无色透明,配方满足目标窗口，建议放大,达标,
EXP-2026-0466,2026-06-19,郭燕,RD-2026-003,HD-S308,配方筛选,聚四氢呋喃醚二醇(PTMEG-2000),100,IPDI,1.601,EDA,2.3,SnOct(辛酸亚锡),0.059,1.0,5.1,去离子水,38.8,79,1.5,60,1500,3.14,38.3,282,无色透明,粘度异常，复测并排查水分,未达标,
EXP-2026-0467,2026-06-20,李强,RD-2026-003,HD-S308,DOE,聚碳酸酯二醇(PCDL-2000),100,IPDI,1.35,EDA,2.7,DBTDL(二月桂酸二丁基锡),0.018,0.5,3.8,去离子水,38.8,78,3.1,70,1500,1.8,38.9,314,无色透明,粘度异常，复测并排查水分,未达标,
EXP-2024-0468,2024-12-15,林霞,RD-2026-003,HD-S308,配方筛选,聚四氢呋喃醚二醇(PTMEG-2000),100,IPDI,1.366,EDA,4.6,TEDA(三乙烯二胺),0.068,1.5,4.8,去离子水,38.8,72,2.6,63,2000,1.89,39.6,286,微黄透明,粘度异常，复测并排查水分,未达标,
EXP-2025-0469,2025-04-25,林霞,RD-2026-003,HD-S308,配方筛选,聚四氢呋喃醚二醇(PTMEG-2000),100,IPDI,1.665,EDA,3.4,TEDA(三乙烯二胺),0.034,1.0,4.2,去离子水,38.8,74,2.5,70,2000,3.63,38.8,302,无色透明,粘度异常，复测并排查水分,部分达标,
EXP-2026-0470,2026-05-17,李强,RD-2026-003,HD-S308,配方筛选,聚四氢呋喃醚二醇(PTMEG-2000),100,IPDI,1.379,EDA,5.1,DBTDL(二月桂酸二丁基锡),0.021,0,3.5,去离子水,38.8,80,1.7,64,1500,1.94,38.6,309,无色透明,模量偏离目标窗口，需调整R值或多元醇,部分达标,
EXP-2025-0471,2025-02-03,朱军,RD-2026-003,HD-S308,配方筛选,聚四氢呋喃醚二醇(PTMEG-2000),100,IPDI,1.452,EDA,3.8,SnOct(辛酸亚锡),0.049,0,4.3,去离子水,38.8,74,2.7,72,1500,2.33,37.8,314,微黄透明,配方满足目标窗口，建议放大,达标,
EXP-2025-0472,2025-06-30,郑凯,RD-2026-003,HD-S308,配方筛选,聚四氢呋喃醚二醇(PTMEG-2000),100,IPDI,1.378,EDA,2.2,SnOct(辛酸亚锡),0.043,0,4.4,去离子水,38.8,84,2.1,71,1200,1.94,39.7,319,无色透明,耐水解不足，考虑换PCDL或加抗水解剂,部分达标,
EXP-2025-0473,2025-12-01,朱军,RD-2026-003,HD-S308,对比验证,"聚己二酸-1,4-丁二醇酯二醇(PBA-2000)",100,IPDI,1.626,EDA,3.7,TEDA(三乙烯二胺),0.043,0.5,4.2,去离子水,38.8,84,2.0,75,1500,3.37,37.9,297,微黄透明,模量偏离目标窗口，需调整R值或多元醇,部分达标,
EXP-2026-0474,2026-07-02,朱军,RD-2026-003,HD-S308,放大确认,聚四氢呋喃醚二醇(PTMEG-2000),100,IPDI,1.484,EDA,3.4,DBTDL(二月桂酸二丁基锡),0.018,0.5,4.4,去离子水,38.8,78,1.7,59,800,2.46,39.0,320,乳白(水性),配方满足目标窗口，建议放大,达标,
EXP-2025-0475,2025-10-05,孙丽,RD-2024-004,HD-N401,DOE,聚己内酯二醇(PCL-2000),100,TDI-80,1.13,BDO,14.4,SnOct(辛酸亚锡),0.024,1.0,,无,100.0,81,2.8,75,80,3.67,100.1,1991,微黄透明,模量偏离目标窗口，需调整R值或多元醇,部分达标,
EXP-2025-0476,2025-06-17,孙丽,RD-2024-004,HD-N401,对比验证,聚己二酸乙二醇酯二醇(PEA-2000),100,TDI-80,1.105,BDO,9.1,SnOct(辛酸亚锡),0.053,0.5,,无,100.0,80,1.6,74,80,3.01,100.3,2073,无色透明,耐水解不足，考虑换PCDL或加抗水解剂,未达标,
EXP-2025-0477,2025-05-19,王芳,RD-2024-004,HD-N401,DOE,聚己二酸乙二醇酯二醇(PEA-2000),100,MDI,1.114,EG,12.6,SnOct(辛酸亚锡),0.031,0,,无,100.0,78,2.7,73,80,3.31,100.0,2331,无色透明,耐水解不足，考虑换PCDL或加抗水解剂,未达标,
EXP-2024-0478,2024-09-20,赵敏,RD-2024-004,HD-N401,DOE,聚己二酸乙二醇酯二醇(PEA-2000),100,MDI,1.155,EG,17.0,TEDA(三乙烯二胺),0.045,1.5,,无,100.0,81,3.3,58,100,3.99,99.3,2434,无色透明,耐水解不足，考虑换PCDL或加抗水解剂,未达标,
EXP-2025-0479,2025-09-22,何斌,RD-2024-004,HD-N401,工艺优化,聚己二酸乙二醇酯二醇(PEA-2000),100,MDI,1.124,BDO,14.0,SnOct(辛酸亚锡),0.037,0,,无,100.0,80,1.5,72,100,3.51,99.4,2377,微浊,配方满足目标窗口，建议放大,达标,
EXP-2025-0480,2025-08-26,李强,RD-2024-004,HD-N401,配方筛选,聚己二酸乙二醇酯二醇(PEA-2000),100,MDI,1.153,EG,15.7,SnOct(辛酸亚锡),0.033,0,,无,100.0,82,3.1,65,100,4.11,99.7,2202,微黄透明,耐水解不足，考虑换PCDL或加抗水解剂,部分达标,
EXP-2025-0481,2025-01-27,王芳,RD-2024-004,HD-N401,配方筛选,聚己二酸乙二醇酯二醇(PEA-2000),100,MDI,1.091,HDO,7.5,TEDA(三乙烯二胺),0.048,0.5,,无,100.0,79,3.1,65,100,2.63,100.0,2110,微浊,粘度异常，复测并排查水分,未达标,
EXP-2025-0482,2025-04-18,林霞,RD-2024-004,HD-N401,配方筛选,聚己二酸乙二醇酯二醇(PEA-2000),100,HDI,1.155,BDO,13.1,DBTDL(二月桂酸二丁基锡),,0.5,,无,100.0,83,1.9,69,80,4.32,100.4,2297,无色透明,模量偏离目标窗口，需调整R值或多元醇,未达标,记录缺失(原始纸质记录污损)
EXP-2024-0483,2024-10-21,李强,RD-2024-004,HD-N401,DOE,聚四氢呋喃醚二醇(PTMEG-2000),100,MDI,1.115,EG,13.1,DBTDL(二月桂酸二丁基锡),0.043,0,,无,100.0,76,3.2,67,120,3.24,100.0,2273,微浊,耐水解不足，考虑换PCDL或加抗水解剂,未达标,
EXP-2025-0484,2025-04-30,周涛,RD-2024-004,HD-N401,配方筛选,聚碳酸酯二醇(PCDL-2000),100,MDI,1.132,BDO,11.6,DBTDL(二月桂酸二丁基锡),0.05,0,,无,100.0,81,3.4,65,120,3.6,100.2,2523,无色透明,配方满足目标窗口，建议放大,达标,
EXP-2026-0485,2026-01-02,周涛,RD-2024-004,HD-N401,放大确认,聚四氢呋喃醚二醇(PTMEG-2000),100,MDI,1.121,BDO,12.5,SnOct(辛酸亚锡),0.073,1.0,,无,100.0,82,3.4,72,100,3.3,100.0,2276,无色透明,粘度异常，复测并排查水分,未达标,
EXP-2025-0486,2025-02-15,林霞,RD-2024-004,HD-N401,配方筛选,聚己二酸乙二醇酯二醇(PEA-2000),100,MDI,1.129,BDO,15.2,DBTDL(二月桂酸二丁基锡),0.079,1.0,,无,100.0,80,2.2,68,80,3.71,100.8,2218,无色透明,耐水解不足，考虑换PCDL或加抗水解剂,部分达标,
EXP-2026-0487,2026-02-19,郭燕,—,HD-N402,工艺优化,聚己内酯二醇(PCL-2000),100,IPDI,1.166,HDO,19.7,TEDA(三乙烯二胺),0.079,0,,无,100.0,84,1.6,72,120,4.63,100.2,5028,无色透明,模量偏离目标窗口，需调整R值或多元醇,未达标,
EXP-2025-0488,2025-03-24,王芳,—,HD-N402,配方筛选,聚己内酯二醇(PCL-2000),100,MDI,1.145,HDO,12.5,SnOct(辛酸亚锡),0.058,0.5,,无,100.0,79,2.4,63,100,3.75,99.2,5629,无色透明,配方满足目标窗口，建议放大,达标,
EXP-2025-0489,2025-05-24,吴静,—,HD-N402,配方筛选,聚己内酯二醇(PCL-2000),100,H12MDI,1.222,HDO,21.2,TEDA(三乙烯二胺),0.058,0,,无,100.0,74,2.8,57,60,5.78,99.7,5490,无色透明,粘度异常，复测并排查水分,未达标,
EXP-2025-0490,2025-12-20,何斌,—,HD-N402,工艺优化,聚己内酯二醇(PCL-2000),100,MDI,1.146,EG,16.1,SnOct(辛酸亚锡),0.041,0.5,,无,100.0,82,1.9,68,100,3.93,100.4,5063,无色透明,配方满足目标窗口，建议放大,达标,
EXP-2025-0491,2025-01-28,李强,—,HD-N402,配方筛选,聚己内酯二醇(PCL-2000),100,MDI,1.158,EG,14.4,DBTDL(二月桂酸二丁基锡),0.033,1.0,,无,100.0,84,2.1,74,80,4.38,100.4,5508,无色透明,粘度异常，复测并排查水分,部分达标,
EXP-2026-0492,2026-04-10,周涛,—,HD-N402,配方筛选,聚己内酯二醇(PCL-2000),100,MDI,1.163,BDO,14.9,SnOct(辛酸亚锡),0.076,1.5,,无,100.0,80,2.1,66,80,4.59,100.3,6063,无色透明,粘度异常，复测并排查水分,未达标,
EXP-2024-0493,2024-10-20,孙丽,—,HD-N402,DOE,聚己内酯二醇(PCL-2000),100,MDI,1.125,BDO,14.1,SnOct(辛酸亚锡),0.021,0,,无,100.0,76,1.9,70,80,3.49,100.2,5627,微浊,耐水解不足，考虑换PCDL或加抗水解剂,未达标,
EXP-2025-0494,2025-10-21,孙丽,—,HD-N402,DOE,聚己内酯二醇(PCL-2000),100,MDI,1.138,EG,13.5,TEDA(三乙烯二胺),0.073,0,,无,100.0,76,1.9,72,120,3.78,100.0,4785,无色透明,粘度异常，复测并排查水分,未达标,
EXP-2024-0495,2024-12-25,郭燕,—,HD-N402,配方筛选,聚己内酯二醇(PCL-2000),100,MDI,1.154,BDO,15.4,DBTDL(二月桂酸二丁基锡),0.056,0.5,,无,100.0,79,3.5,65,60,3.98,99.6,5251,无色透明,配方满足目标窗口，建议放大,达标,
EXP-2024-0496,2024-12-30,陈立,—,HD-N402,配方筛选,聚己内酯二醇(PCL-2000),100,MDI,1.189,EG,19.4,DBTDL(二月桂酸二丁基锡),0.057,1.5,,无,100.0,73,3.4,65,100,4.99,99.3,6184,无色透明,粘度异常，复测并排查水分,未达标,
EXP-2025-0497,2025-05-08,何斌,—,HD-N402,配方筛选,聚四氢呋喃醚二醇(PTMEG-2000),100,MDI,1.091,BDO,7.9,DBTDL(二月桂酸二丁基锡),0.046,0.5,,无,100.0,74,1.9,62,120,2.69,100.7,5518,微浊,粘度异常，复测并排查水分,未达标,
EXP-2026-0498,2026-04-30,周涛,—,HD-N402,工艺优化,聚己内酯二醇(PCL-2000),100,MDI,1.145,BDO,16.0,SnOct(辛酸亚锡),0.051,0.5,,无,100.0,75,3.1,63,100,3.98,99.6,5590,无色透明,配方满足目标窗口，建议放大,达标,
